IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.07,,,8.54,,14.21,11.1 [8.5-14.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,FRA,France,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.14,,,9.92,,12.42,11.1 [9.9-12.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.31,,,9.61,,13.1,11.3 [9.6-13.1],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.76,,,10.25,,13.4,11.8 [10.2-13.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.97,,,9.79,,14.4,12.0 [9.8-14.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.17,,,8.43,,16.5,12.2 [8.4-16.5],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.61,,,10.49,,15.11,12.6 [10.5-15.1],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.9,,,10.8,,15.34,12.9 [10.8-15.3],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,CMR,Cameroon,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,12.96,,,11.05,,15.07,13.0 [11.1-15.1],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,13.65,,,11.69,,15.76,13.6 [11.7-15.8],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.02,,,12.31,,15.83,14.0 [12.3-15.8],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,DNK,Denmark,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.22,,,12.36,,16.27,14.2 [12.4-16.3],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.44,,,12.53,,16.49,14.4 [12.5-16.5],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.53,,,12.47,,16.71,14.5 [12.5-16.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,COM,Comoros,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.85,,,11.83,,18.13,14.8 [11.8-18.1],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.8,,,12.39,,17.4,14.8 [12.4-17.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,14.9,,,11.66,,18.56,14.9 [11.7-18.6],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,15.33,,,13.76,,16.98,15.3 [13.8-17.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.31,,,13.57,,19.42,16.3 [13.6-19.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.62,,,12.34,,21.77,16.6 [12.3-21.8],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.58,,,14.14,,19.1,16.6 [14.1-19.1],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.69,,,14.82,,18.64,16.7 [14.8-18.6],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.77,,,13.8,,20.01,16.8 [13.8-20.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,AUT,Austria,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.82,,,14.02,,19.89,16.8 [14.0-19.9],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,16.97,,,13.87,,20.37,17.0 [13.9-20.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,18.65,,,15.84,,21.7,18.7 [15.8-21.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19,,,16.63,,21.68,19.0 [16.6-21.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19.14,,,16.13,,22.2,19.1 [16.1-22.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,GAB,Gabon,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19.29,,,16.2,,22.87,19.3 [16.2-22.9],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19.41,,,16.82,,22.03,19.4 [16.8-22.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,NOR,Norway,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19.5,,,16.43,,22.91,19.5 [16.4-22.9],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19.56,,,15.34,,24.21,19.6 [15.3-24.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19.58,,,17.26,,22.06,19.6 [17.3-22.1],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,19.68,,,14.67,,25.47,19.7 [14.7-25.5],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.08,,,1.51,,2.8,2.1 [1.5-2.8],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.24,,,1.71,,2.84,2.2 [1.7-2.8],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,20.05,,,17.36,,23.03,20.0 [17.4-23.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,20.09,,,16.67,,23.72,20.1 [16.7-23.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,AND,Andorra,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,20.18,,,14.74,,26.33,20.2 [14.7-26.3],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,20.15,,,17.22,,23.64,20.2 [17.2-23.6],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,MNE,Montenegro,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,20.57,,,14.75,,26.75,20.6 [14.7-26.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,20.69,,,18.59,,22.94,20.7 [18.6-22.9],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,21.22,,,17.63,,24.98,21.2 [17.6-25.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,ITA,Italy,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,21.3,,,19.05,,23.6,21.3 [19.0-23.6],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,21.51,,,18.71,,24.56,21.5 [18.7-24.6],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,BEL,Belgium,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,21.71,,,18.92,,24.71,21.7 [18.9-24.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,SVN,Slovenia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,21.66,,,19.4,,23.96,21.7 [19.4-24.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,21.73,,,19.5,,24.01,21.7 [19.5-24.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,ISL,Iceland,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,22.21,,,17.89,,26.87,22.2 [17.9-26.9],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AMR,Americas,Country,CUB,Cuba,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,22.86,,,20.32,,25.57,22.9 [20.3-25.6],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,22.94,,,20.28,,25.6,22.9 [20.3-25.6],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,23.15,,,20.68,,25.73,23.2 [20.7-25.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AMR,Americas,Country,COL,Colombia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,23.21,,,20.99,,25.52,23.2 [21.0-25.5],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,ISR,Israel,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,23.28,,,20.48,,26.2,23.3 [20.5-26.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,FIN,Finland,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,23.49,,,20.96,,26.12,23.5 [21.0-26.1],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,23.64,,,19.94,,27.42,23.6 [19.9-27.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,23.6,,,20.59,,26.75,23.6 [20.6-26.7],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,23.85,,,21.53,,26.32,23.9 [21.5-26.3],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,DEU,Germany,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.1,,,21.01,,27.18,24.1 [21.0-27.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.41,,,21.58,,27.5,24.4 [21.6-27.5],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.68,,,23.25,,26.18,24.7 [23.2-26.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.78,,,18.75,,31.55,24.8 [18.8-31.5],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,24.83,,,19.72,,30.21,24.8 [19.7-30.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,SRB,Serbia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.49,,,21.76,,29.21,25.5 [21.8-29.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,ALB,Albania,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,25.73,,,22.68,,28.78,25.7 [22.7-28.8],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AMR,Americas,Country,ECU,Ecuador,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.09,,,23.72,,28.38,26.1 [23.7-28.4],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AMR,Americas,Country,PER,Peru,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.15,,,25,,27.33,26.1 [25.0-27.3],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.34,,,23.93,,28.87,26.3 [23.9-28.9],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,EST,Estonia,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.43,,,22.51,,30.49,26.4 [22.5-30.5],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.45,,,24.02,,29.01,26.4 [24.0-29.0],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.46,,,22.83,,30.25,26.5 [22.8-30.2],,,EN,2024-02-28T14:00:00.000Z
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",numeric,EUR,Europe,Country,PRT,Portugal,Year,2021,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,26.56,,,22.74,,30.45,26.6 [22.7-30.5],,,EN,2024-02-28T14:00:00.000Z
